region	coefficient_id	family	route_or_pool	coefficient_kind	model_parameter	physical_unit	benchmark_source	calibration_rule	status	notes
IT	IT_ALL_RECOVERY_yield_metal_ee	ALL	REC	recovery_yield	yield_metal_ee	kg_METAL_per_kg_eol	to_fill	Recovery yield converting recycled end-of-life throughput into METAL output.	template	Common recycling yield for the single METAL commodity.
PL	PL_ELMA_NEW_alpha_new_elma	ELMA	NEW	metal_intensity	alpha_new_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
PL	PL_ELMA_REF_alpha_ref_elma	ELMA	REF	metal_intensity	alpha_ref_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
PL	PL_ELMA_REP_alpha_rep_elma	ELMA	REP	metal_intensity	alpha_rep_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
PL	PL_ELMA_REU_alpha_reu_elma	ELMA	REU	metal_intensity	alpha_reu_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
PL	PL_ELMA_REF_yield_ref_elma	ELMA	REF	yield	yield_ref_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
PL	PL_ELMA_REP_yield_rep_elma	ELMA	REP	yield	yield_rep_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
PL	PL_ELMA_REU_yield_reu_elma	ELMA	REU	yield	yield_reu_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
PL	PL_OFMA_NEW_alpha_new_ofma	OFMA	NEW	metal_intensity	alpha_new_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
PL	PL_OFMA_REF_alpha_ref_ofma	OFMA	REF	metal_intensity	alpha_ref_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
PL	PL_OFMA_REP_alpha_rep_ofma	OFMA	REP	metal_intensity	alpha_rep_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
PL	PL_OFMA_REU_alpha_reu_ofma	OFMA	REU	metal_intensity	alpha_reu_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
PL	PL_OFMA_REF_yield_ref_ofma	OFMA	REF	yield	yield_ref_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
PL	PL_OFMA_REP_yield_rep_ofma	OFMA	REP	yield	yield_rep_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
PL	PL_OFMA_REU_yield_reu_ofma	OFMA	REU	yield	yield_reu_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
PL	PL_RATV_NEW_alpha_new_ratv	RATV	NEW	metal_intensity	alpha_new_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
PL	PL_RATV_REF_alpha_ref_ratv	RATV	REF	metal_intensity	alpha_ref_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
PL	PL_RATV_REP_alpha_rep_ratv	RATV	REP	metal_intensity	alpha_rep_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
PL	PL_RATV_REU_alpha_reu_ratv	RATV	REU	metal_intensity	alpha_reu_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
PL	PL_RATV_REF_yield_ref_ratv	RATV	REF	yield	yield_ref_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
PL	PL_RATV_REP_yield_rep_ratv	RATV	REP	yield	yield_rep_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
PL	PL_RATV_REU_yield_reu_ratv	RATV	REU	yield	yield_reu_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
PL	PL_ALL_METAL_external_price	ALL	METAL	external_price	external_metal_price	model_value_per_tonne_METAL	to_fill	Common fixed external price of METAL, used to convert monetary BASIC_METALS use into physical METAL demand.	template	The same value is required in every European region because METAL has one EU-wide market price.
PL	PL_ALL_RECOVERY_yield_metal_ee	ALL	REC	recovery_yield	yield_metal_ee	kg_METAL_per_kg_eol	to_fill	Recovery yield converting recycled end-of-life throughput into METAL output.	template	Common recycling yield for the single METAL commodity.
SK	SK_ELMA_NEW_alpha_new_elma	ELMA	NEW	metal_intensity	alpha_new_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
SK	SK_ELMA_REF_alpha_ref_elma	ELMA	REF	metal_intensity	alpha_ref_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
SK	SK_ELMA_REP_alpha_rep_elma	ELMA	REP	metal_intensity	alpha_rep_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
SK	SK_ELMA_REU_alpha_reu_elma	ELMA	REU	metal_intensity	alpha_reu_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
SK	SK_ELMA_REF_yield_ref_elma	ELMA	REF	yield	yield_ref_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
SK	SK_ELMA_REP_yield_rep_elma	ELMA	REP	yield	yield_rep_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
SK	SK_ELMA_REU_yield_reu_elma	ELMA	REU	yield	yield_reu_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
SK	SK_OFMA_NEW_alpha_new_ofma	OFMA	NEW	metal_intensity	alpha_new_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
SK	SK_OFMA_REF_alpha_ref_ofma	OFMA	REF	metal_intensity	alpha_ref_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
SK	SK_OFMA_REP_alpha_rep_ofma	OFMA	REP	metal_intensity	alpha_rep_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
SK	SK_OFMA_REU_alpha_reu_ofma	OFMA	REU	metal_intensity	alpha_reu_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
SK	SK_OFMA_REF_yield_ref_ofma	OFMA	REF	yield	yield_ref_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
SK	SK_OFMA_REP_yield_rep_ofma	OFMA	REP	yield	yield_rep_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
SK	SK_OFMA_REU_yield_reu_ofma	OFMA	REU	yield	yield_reu_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
SK	SK_RATV_NEW_alpha_new_ratv	RATV	NEW	metal_intensity	alpha_new_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
SK	SK_RATV_REF_alpha_ref_ratv	RATV	REF	metal_intensity	alpha_ref_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
SK	SK_RATV_REP_alpha_rep_ratv	RATV	REP	metal_intensity	alpha_rep_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
SK	SK_RATV_REU_alpha_reu_ratv	RATV	REU	metal_intensity	alpha_reu_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
SK	SK_RATV_REF_yield_ref_ratv	RATV	REF	yield	yield_ref_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
SK	SK_RATV_REP_yield_rep_ratv	RATV	REP	yield	yield_rep_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
SK	SK_RATV_REU_yield_reu_ratv	RATV	REU	yield	yield_reu_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
SK	SK_ALL_METAL_external_price	ALL	METAL	external_price	external_metal_price	model_value_per_tonne_METAL	to_fill	Common fixed external price of METAL, used to convert monetary BASIC_METALS use into physical METAL demand.	template	The same value is required in every European region because METAL has one EU-wide market price.
SK	SK_ALL_RECOVERY_yield_metal_ee	ALL	REC	recovery_yield	yield_metal_ee	kg_METAL_per_kg_eol	to_fill	Recovery yield converting recycled end-of-life throughput into METAL output.	template	Common recycling yield for the single METAL commodity.
REU	REU_ELMA_NEW_alpha_new_elma	ELMA	NEW	metal_intensity	alpha_new_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
REU	REU_ELMA_REF_alpha_ref_elma	ELMA	REF	metal_intensity	alpha_ref_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
REU	REU_ELMA_REP_alpha_rep_elma	ELMA	REP	metal_intensity	alpha_rep_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
REU	REU_ELMA_REU_alpha_reu_elma	ELMA	REU	metal_intensity	alpha_reu_elma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
REU	REU_ELMA_REF_yield_ref_elma	ELMA	REF	yield	yield_ref_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
REU	REU_ELMA_REP_yield_rep_elma	ELMA	REP	yield	yield_rep_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
REU	REU_ELMA_REU_yield_reu_elma	ELMA	REU	yield	yield_reu_elma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
REU	REU_OFMA_NEW_alpha_new_ofma	OFMA	NEW	metal_intensity	alpha_new_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
REU	REU_OFMA_REF_alpha_ref_ofma	OFMA	REF	metal_intensity	alpha_ref_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
REU	REU_OFMA_REP_alpha_rep_ofma	OFMA	REP	metal_intensity	alpha_rep_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
REU	REU_OFMA_REU_alpha_reu_ofma	OFMA	REU	metal_intensity	alpha_reu_ofma	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
REU	REU_OFMA_REF_yield_ref_ofma	OFMA	REF	yield	yield_ref_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
REU	REU_OFMA_REP_yield_rep_ofma	OFMA	REP	yield	yield_rep_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
REU	REU_OFMA_REU_yield_reu_ofma	OFMA	REU	yield	yield_reu_ofma	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
REU	REU_RATV_NEW_alpha_new_ratv	RATV	NEW	metal_intensity	alpha_new_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of new production.
REU	REU_RATV_REF_alpha_ref_ratv	RATV	REF	metal_intensity	alpha_ref_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of refurbishment.
REU	REU_RATV_REP_alpha_rep_ratv	RATV	REP	metal_intensity	alpha_rep_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Replacement-parts metal intensity of repair.
REU	REU_RATV_REU_alpha_reu_ratv	RATV	REU	metal_intensity	alpha_reu_ratv	kg_metal_per_product_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Metal intensity of reuse, often close to zero.
REU	REU_RATV_REF_yield_ref_ratv	RATV	REF	yield	yield_ref_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Refurbishment output yield from end-of-life inflows.
REU	REU_RATV_REP_yield_rep_ratv	RATV	REP	yield	yield_rep_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Repair output yield from end-of-life inflows.
REU	REU_RATV_REU_yield_reu_ratv	RATV	REU	yield	yield_reu_ratv	product_unit_per_eol_unit	to_fill	Populate from observed physical evidence where available; otherwise construct transparently and document.	template	Reuse output yield from end-of-life inflows.
REU	REU_ALL_METAL_external_price	ALL	METAL	external_price	external_metal_price	model_value_per_tonne_METAL	to_fill	Common fixed external price of METAL, used to convert monetary BASIC_METALS use into physical METAL demand.	template	The same value is required in every European region because METAL has one EU-wide market price.
REU	REU_ALL_RECOVERY_yield_metal_ee	ALL	REC	recovery_yield	yield_metal_ee	kg_METAL_per_kg_eol	to_fill	Recovery yield converting recycled end-of-life throughput into METAL output.	template	Common recycling yield for the single METAL commodity.
